id,clientId,created_at,updated_at,description,job,price,comments,status,paymentSign
516,185,"2022-08-29 16:48:25","2022-09-05 14:12:05","Silla neumàtica y basc. tapizada en tela azul",CILINDRO,5900,"Enviè pres. x mail",Entregada,NULL
517,408,"2022-08-29 19:50:35","2022-09-05 13:41:48","Sillòn gerencial negro c/almohadones","Revisar y presupuestar",21550,"Pasè pres. x w app
AVISADO",Entregada,NULL
518,409,"2022-08-30 16:36:39","2022-09-14 18:22:43","Sillòn chico c/cascos gris/negro","Revisar y presupuestar",3500,"Pasè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
519,104,"2022-08-30 16:56:04","2022-09-29 17:04:31","Sillòn Gamer Rojo y Negro","Revisar y presupuestar",7500,Avisado,Entregada,NULL
520,410,"2022-08-30 18:09:25","2022-09-05 18:29:56","Base neumatica","Chapon y revisar",3800,"Chapòn 
AVISADO",Entregada,NULL
521,411,"2022-08-31 14:14:13","2022-09-16 18:44:07","Silla azul sin apoyas","revisar. Cilindro. Tapizado en pana lavable rosa claro. Pasar presupuesto. tAPIZADO SIN LA TELA",5900,"Pasè pres. x w app
Poli: $2800, 1,2mts de tela necesarios.",Entregada,NULL
522,412,"2022-08-31 16:18:42","2022-10-21 16:33:30","Silla Italia 3","Revisar y presupuestar",6800,"Colocar basculante Asyncro u.
Presup. x w app
TERMINADO 
AVISADO",Entregada,NULL
523,413,"2022-08-31 16:19:24","2022-10-18 17:13:52","2 Sillas tipo tyson , con apoyabrazos, asules","Revisar y presupuestar",0,"SIN ARREGLO
NO SE HICIERON",Entregada,NULL
524,264,"2022-08-31 18:59:15","2022-09-14 19:57:30","Sillon gerencial Negro","Revisar y presupuestar",4500,"Pasè pres. x w app
Avisado",Entregada,NULL
525,414,"2022-09-02 14:39:22","2022-09-19 17:28:43","Sillòn Mesh cromado","Revisar y presupuestar",8600,"Pasè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
526,415,"2022-09-03 14:40:35","2022-09-07 13:54:03","Sillòn gerencial chino gris",Estrella,4000,"TERMINADO 
AVISADO",Entregada,2000
528,418,"2022-09-06 14:19:26","2022-09-10 16:17:52","Silla Candy","Cambio de cilindro",5900,"TERMINADO 
AVISADO",Entregada,5900
529,419,"2022-09-07 14:52:29","2022-09-07 14:52:59","Basculante c/Cilindro",Cilindro,5700,"TERMINADO 
AVISADO",Entregada,NULL
530,420,"2022-09-07 15:06:28","2023-09-08 18:25:12","Sillòn gerencial negro","Revisar y presupuestar",14250,"Cilindro, chapòn y ruedas.
No puedo comunicarme !! / LLAMARON Y PASÈ PRESUP. 20/09/22 / 1 llamada el 06/01/23
PASA A STOCK PROPIO","No se hace",NULL
531,151,"2022-09-07 18:48:23","2022-09-16 19:24:01","Sillon gerencial Negro","Revisar y presupuestar",7070,"1 rueda y basculante
TERMINADO 
AVISADO",Entregada,NULL
532,421,"2022-09-07 18:53:03","2022-09-21 15:36:07","Sillon gerencial Negro gris","Revisar y presupuestar",2600,"Soldar basculante
Pasè pres. x w app",Entregada,NULL
533,422,"2022-09-07 19:12:36","2022-10-18 17:13:05","1- Silla tipo NV5 negra, con apoyas.   2.- Silla 7010 neumatica negra c/apoyas  3.- Silla NV5 Negra, con apoyas  4.- Silla 7010 naranja s/apoyas fija  5.-  Silla NV5 negra con 1 apoyabrazos. 6.- Silla 7010 fija naranja S7apoyas.  7.- Silla 7010 naranja fija s/apoyas.  8.- Silla Aluminium alta con apoyas. 9.- Silla cocina color crudo","Revisar y presupuestar",61280,"Pasè pres. x mail
Pagaron $ 32.040.- hice recibo. Hago factura al final para que me retengan. 
Saldo $ 15.565,95.-",Entregada,NULL
534,423,"2022-09-08 16:26:54","2022-09-09 15:51:00","Base cromada","Cambio de cilindro",5900,"TERMINADO 
AVISADO",Entregada,5900
535,408,"2022-09-09 13:49:33","2022-09-26 13:41:17","Sillon gerencial Negro sin cilindro y sin base","Colocacion de base completa",18870,"TERMINADO 
AVISADO",Entregada,NULL
536,424,"2022-09-09 14:45:03","2022-09-10 16:32:42","Sillòn Mesh cromado","Cambio de cilindro",5900,"TERMINADO 
AVISADO",Entregada,2000
537,425,"2022-09-09 17:42:58","2022-09-15 17:06:37","2 sillas 7010 fijas tapizadas - 1 silla alma negra","Revisar y presupuestar",9400,"1) Cilindro, apoyabrazos / 2) fijar tapa resp. / 3) fijar tapa resp.
Enviè pres. x w app

TERMINADO 
AVISADO",Entregada,NULL
538,426,"2022-09-09 19:11:05","2022-09-29 14:30:28","Silla 7010 sin brazos, giratoria , verde","Cambio de cilindro",8400,"Cilindro, rellenar asiento, perilla chapòn y enderezar respaldo.
Pasè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
539,427,"2022-09-09 19:19:53","2022-09-16 18:43:34","Base cromada","Cambio de cilindro y estrella mediana",9920,"TERMINADO 
AVISADO",Entregada,6000
540,428,"2022-09-09 19:26:22","2022-10-17 19:28:49","Sillon gerencial Negro alto estrella cromada","Revisar y presupuestar",12600,"Cilindro y basculante c/2 tornillos Parker.
Presup. x w app / Entregado a Jorvic
TERMINADO
AVISADO",Entregada,NULL
541,429,"2022-09-10 15:46:31","2022-09-15 18:25:04","Base basculante negra","Cambio de cilindro y ruedas",7900,Avisado,Entregada,5000
542,430,"2022-09-10 16:06:13","2022-09-17 15:19:08","Base basculante negra","Cambio de cilindro",5900,"TERMINADO 
AVISADO",Entregada,1000
543,413,"2022-09-12 15:39:34","2022-10-18 17:14:02","5 sillas tipo Rody 1 7010","Revisar y presupuestar",5900,"Reparar una ( cambio de cilindro ), el resto las vuelve a traer en Enero",Entregada,NULL
544,43,"2022-09-12 15:59:55","2023-09-08 18:25:53","DEL 12/09/22 : Estrella mediana $ 3390.- / Cilindro neumàtico $ 5.300.- / Ruedas $ 450.- / Contacto permanente $ 6000.- / Chapòn $ 2900.- / Respaldo completo $ 5840.- / Equipo giratorio $ 2180.- / Par de apoyabrazos Golf $ 2700.- /","Revisar y presupuestar",0,"Debe 6200",Entregada,NULL
545,431,"2022-09-12 19:47:03","2022-09-26 14:53:06","2 Sillas operativas negras base cromada sin apoyas","Revisar y presupuestar",8600,"1) Cilindro
2) Abrir  tapizado, 4 insertos.

Pasè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
546,101,"2022-09-13 14:01:37","2022-09-29 17:28:51","1-Sillon gerencial Negro con apoyas, 1-Silla tipo Rody negra sin apoyas","Revisar y presupuestar y tambien tapizado",16350,"Pasè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
547,249,"2022-09-14 15:06:48","2022-10-03 17:03:31","Sillòn gerencial negro / gris","Revisar y presupuestar",4300,"Abrir, cerrar y parchar tapizado / soldar insertos ( 2 )
Presupuestado x w app
TERMINADO 
AVISADO",Entregada,NULL
548,69,"2022-09-14 16:08:52","2022-12-15 15:53:56","Silla  " 7010 " tiza c/poyas y Silla tipo  " Rody " c/apoyas","Revisar y presupuestar",16000,"1) cambiar estructura c/chapòn y 2) cilindro
Presupuestado x w app
TERMINADO 
AVISADO",Entregada,10000
549,11,"2022-09-16 16:29:03","2022-09-23 13:20:30","Silla Candy operative",Reparar,6700,AVISADO,Entregada,NULL
550,432,"2022-09-17 13:58:10","2022-10-21 15:09:58","2 Sillas Rody bajas negras ( 1 en Ecocuero otra en tela)","Revisar y presupuestar",40600,NULL,Entregada,NULL
551,104,"2022-09-19 17:38:10","2022-10-28 18:51:27","2 sillas 7010 fijas tapizadas - 1 silla c/casco tipo U roja","Revisar y presupuestar",18200,"pagado / debe enviar certificados y le queda a cuenta Ganancias",Entregada,NULL
552,433,"2022-09-21 14:18:33","2022-09-22 14:22:37","Silla Candy operative c/cabezal","Cambiar estrella",4000,AVISADO,Entregada,2000
553,434,"2022-09-22 14:37:18","2022-10-31 18:49:00","Silla operativa  Mesh cromado","Revisar y presupuestar",0,"No se le hizo nada, se la llevaron.",Entregada,NULL
554,435,"2022-09-22 18:21:07","2022-10-06 17:15:11","Silla china negra, tipo Tyson","Revisar y presupuestar",6200,"Tapizar en Jackson 10 ò 7 y colocar bulòn en respaldo
AVISDA X W APP",Entregada,NULL
555,436,"2022-09-23 14:17:04","2022-10-31 18:45:25","Sillòn gerencial marròn claro / Cromado tipo Trento",.,0,"Retapizado $ 8500.- en Cuerotex  08 Stone / Grey / Visòn / Sand
Revisar x si tiene algo màs",Entregada,2000
556,34,"2022-09-23 16:33:56","2022-09-27 16:34:00","Estrella plàstica c/ruedas","Estrella nueva y lubricar",4400,"TERMINADO 
AVISADO",Entregada,NULL
557,437,"2022-09-23 18:17:21","2022-09-28 15:06:48","Sillòn beige y cromado","Colocar 5 ruedas Alma",3250,"PAGADO
AVISADO",Entregada,NULL
558,398,"2022-09-23 18:41:54","2022-10-04 16:11:58","Silla Rody alta c/riñonera ,  NEGRA","Ajustar y revisar",5900,Cilindro,Entregada,NULL
559,438,"2022-09-23 19:27:23","2022-11-14 18:40:22","Silla negra c/apoyab. regulables","Retapizado y revisar",0,TERMINADO,Entregada,3000
560,439,"2022-09-28 14:04:10","2022-10-05 18:46:36","Silla tipo Rody c/apoyabrazos curvos","Revisar y presupuestar",3700,"Chapòn c/perilla
Pasè pres. x w app",Entregada,NULL
561,431,"2022-09-28 15:07:38","2022-10-18 17:14:52","Silla monocasco negra","Cambio de cilindro",5900,"TERMINADO 
AVISADO",Entregada,NULL
562,402,"2022-09-29 16:09:04","2022-10-31 16:40:45","Silla Rody baja negra c/apoyas","Revisar y colocar cilindro de la anterior",14500,"Pasè pres. x w app
TERMINADO
AVISADO",Entregada,NULL
563,440,"2022-09-29 17:48:11","2022-09-29 17:48:30","Silla tipo Alma c/apoyab. reg.","cambiar estrella mediana",4100,NULL,Entregada,NULL
564,441,"2022-09-29 18:37:31","2022-10-12 19:44:28","Silla tipo red negra, c/apoyab. con cromado.","Revisar cilindro",5900,"Rellenar asiento, retap. parte superior respaldo y cambiar cilindro
Pasè pres. x w app
HACER SOLO CILINDRO
TERMINADO 
AVISADO",Entregada,NULL
565,125,"2022-10-03 14:46:13","2022-11-23 16:27:50","5 sillas.  2 mesh gerencial, 1 gerencial tipo trento, 2 tipo ergo . Todas con apoyabrazos.","Revisar y presupuestar",50850,"Enviè pres. x mail / AUTORIZADO
Enviè factura x mail",Entregada,NULL
566,442,"2022-10-03 15:42:48","2022-10-14 15:50:54","Silla China med. negra c/apoyas","Cambiar estrella y retapizado en Ecocuero negro",9200,"Trae rueda faltante
TERMINADO 
AVISADO",Entregada,2000
567,372,"2022-10-05 13:48:07","2022-10-21 15:53:19","Silla Fija Naranja","Revisar y presupuestar",2100,NULL,Entregada,NULL
568,401,"2022-10-05 14:27:41","2022-10-27 13:59:14","Sillòn gerencial bajo c/casco color mostaza","Revisar y presupuestar",7400,"BASCULANTE, FRISELINA ASIENTO Y 1 RUEDA
AVISADO",Entregada,NULL
569,411,"2022-10-05 15:42:26","2022-10-28 17:59:07","Base neum. basculante","Revisar y presupuestar",9900,"Cilindro y Estrella mediana
TERMINADO / Retirò base, faltan retenciones y pago.
AVISADO",Entregada,NULL
570,224,"2022-10-05 17:53:38","2022-10-14 17:53:40","Silla tipo 8500 neumàtica negra , c/apoyas","Cambio de cilindro",5900,"Terminado
Avisado x w app",Entregada,2000
571,443,"2022-10-06 17:11:44","2022-10-22 15:21:20","Silla 7010 neum. s/brazos","Retapizar en Talampaya blanco 067 / cambiar interno",7700,Avisada,Entregada,1000
572,435,"2022-10-06 17:18:58","2022-11-01 19:42:20","2  Silla china negra con apoyas","cilindro y estrella",9280,"Hacer la nº2  Cilindro y estrella
AVISADA",Entregada,NULL
573,444,"2022-10-11 15:07:19","2022-11-01 15:35:47","Silla 7010 neum. Gris con puntos c/brazos","Cilindro, suplementar estrella y rellenar",9700,"Avisar !!",Entregada,NULL
574,445,"2022-10-11 15:10:10","2022-10-28 13:48:18","Silla Alma Roja c/cromado, estructura negra","Revisar y presupuestar",5300,"Se cambiò cilindro y se eliminò ruido
AVISADO",Entregada,NULL
575,294,"2022-10-11 16:47:00","2022-10-28 13:48:46","Silla tipo India cajera, sin brazos","Rellenar y retap. asiento, pintada al aro, cilindro y 2 ruedas",10800,"pagado 12/10/22",Entregada,NULL
576,446,"2022-10-13 17:33:03","2022-11-14 18:21:14","Sillòn gerencial cromado negro, c/apoyab. reg.","Revisar respaldo, y retap. asiento parcial y apoyacabezas, cilindro",15000,"Soldar respaldo, cilindro, retap. asiento y cabezal
Autorizado",Entregada,NULL
577,447,"2022-10-15 14:20:51","2022-10-18 16:14:32","Silla china roja c/respaldo negro y apoyas",Cilindro,5900,NULL,Entregada,NULL
578,156,"2022-10-15 15:24:36","2022-10-26 19:38:04","Sillon gerencial Negro",Cilindro,5900,"TERMINADO 
AVISADO",Entregada,2000
579,448,"2022-10-17 18:30:11","2022-11-18 16:53:09","Sillòn gerencial negro c/almohadones",a,3800,"Revisar y presupuestar
TERMINADO 
AVISADO",Entregada,NULL
580,184,"2022-10-17 18:35:07","2022-10-31 16:06:44","Tandem de 3 puestos  7010 en tela marròn claro","Retapizar en Jackson Gris oscuro nº 10 Graphite",18000,"Precio con fletes, sin factura",Entregada,NULL
581,449,"2022-10-18 19:01:31","2022-10-28 13:47:35","Silla U en tela marròn claro","Colocar base completa neumàtica, con estrella chica",14000,"Hacer factura M / 30-57861867-4
AVISADO / PAGADO, traen retenciones cundo retiran.",Entregada,NULL
582,450,"2022-10-21 13:12:30","2022-10-28 13:19:15","Sillòn gerencial cromado","revisar y presupuestar",7300,"Colocar basculante c/2 parker",Entregada,NULL
583,451,"2022-10-21 16:45:16","2022-11-25 19:40:32","2 Sillòn gerencial negro, 2 Sillas fijas estructura baja, 1 sillòn gerencial c/casco negro, 1 sillòn gerencial bajo en tela negra y 1 silla 7010
Traìdas entre el 21 y el 28 de Octubre 2022","Revisar y presupuestar",49950,"Enviè pres. x w app
PAGADO Y RETENCIONES ENVIADAS / Entregar en cuanto estè listo, FLETE PAGADO.
TERMINADO 
AVISADO",Entregada,NULL
584,452,"2022-10-22 15:32:41","2022-11-15 15:51:22","Silla cromada y Ecocuero c/apoyas","cambiar chapòn c/adaptaciòn",3900,"TERMINADO 
AVISADO",Entregada,NULL
585,453,"2022-10-24 13:14:14","2022-10-31 15:18:26","Gerencial mono casco negro","Revisar y presupuestar",8600,"Cilindro, ruedas y tornillo.
AUTORIZADO / Avisado para retirar x w app",Entregada,NULL
586,454,"2022-10-25 14:33:20","2022-10-28 14:21:11","Silla tipo china sin apoyabrazos negra","Cambio de cilindro",5900,AVISADA,Entregada,800
587,455,"2022-10-25 15:56:58","2022-11-17 20:32:46","Silla gerencial pequeña, negro","Cambiar chapon y colocar insertos, tapizado asiento ecosuero negro",7200,"TERMINADO
AVISADO",Entregada,2000
589,456,"2022-10-27 19:28:01","2022-11-14 20:34:57","Silla Rody alt s/brazos en tela negra","Cambio de cilindro",6200,"30-50006577-6
TERMINADO 
AVISADO",Entregada,NULL
590,457,"2022-10-28 13:53:51","2022-11-29 17:58:53","Sillon gerencial Negro","Revisar y presupuestar",16000,"TERMINADO 
AVISADO",Entregada,NULL
591,458,"2022-10-28 15:52:15","2022-11-18 16:52:47","2 SILLAS TIPO TYSON , CROMADAS, VERDES,","Revisar y presupuestar",38600,"Retapizado completo en Talampaya Negro, cilindro y contacto permanente",Entregada,NULL
593,459,"2022-10-28 17:00:11","2022-11-19 17:07:23","Sillon gerencial negro cromado , respaldo red","Revisar y presupuestar",7200,"Interno de madera c/14 insertos y retapizar parte de arriba
AVISADO",Entregada,NULL
594,460,"2022-10-29 14:36:00","2022-11-01 15:48:18","Base neum. sillòn gamer","Cambiar estrella y 5 ruedas",6500,"TERMINADO 
AVISADO",Entregada,1500
595,330,"2022-10-29 15:44:41","2022-11-04 18:38:27","3 Sillòn c/casco chicos rojo","Base completa c/ equipo giratorio $ 9700.- c/u",29100,"Factura enviada x w app
PAGADO",Entregada,NULL
596,461,"2022-11-03 18:06:03","2022-11-25 19:24:10","2 Banquetas altas cromadas chinas","Fijar altura en màximo",4200,"Retira semana del 22/11/22",Entregada,NULL
597,94,"2022-11-03 18:35:14","2022-11-29 18:48:26","4 pares de apoyabrazos de sillòn gerencial","Retapizar en Ecocuero negro",7200,"Avisado x w app Rodrigo
Enviè factura a Rita x mail / PAGADO",Entregada,NULL
598,330,"2022-11-03 19:04:27","2022-11-24 18:04:02","4 sillòn c/casco chico rojo","Base completa c/ equipo giratorio $ 9700.- c/u",38800,AVISADO,Entregada,NULL
599,462,"2022-11-04 14:24:30","2022-11-16 19:08:07","Sillon gerencial Negro","Revisar y presupuestar",19650,"Base completa basculante
Avisado x w app",Entregada,NULL
600,463,"2022-11-07 16:00:12","2022-11-14 17:24:18","Sillòn Aluminio bajo","Revisar y avisar",14000,"Ver cilindro, y soldar basculante y travesaño
AUTORIZADO / AVISADO",Entregada,NULL
601,464,"2022-11-07 20:56:38","2022-11-22 19:07:46","Sillòn Aluminio bajo","Cambio de cilindro",6200,"Avisado x w app",Entregada,4000
602,465,"2022-11-08 15:22:38","2022-11-12 15:27:35","Silla tipo India negra","Ver respaldo",1100,AVISADO,Entregada,NULL
603,445,"2022-11-08 18:34:32","2022-11-15 18:08:19","Silla Alma Roja c/cromado, estructura negra","Cambiar respaldo",12000,"Terminado, factura enviada x w app",Entregada,NULL
604,467,"2022-11-08 18:46:35","2022-11-10 20:38:18","Sillòn gerencial negro c/inclinaciòn neumàtica","Revisar y presupuestar",7400,"Avisado x w app",Entregada,3000
605,468,"2022-11-10 16:58:52","2022-11-15 16:15:46","Silla tipo Tyson con apoyabrazos","Revisar y hacer",10800,"Chapòn y contacto",Entregada,NULL
606,469,"2022-11-10 18:17:10","2022-11-12 14:14:21","Base basculante negra","Colocar basculante",7000,"30-71063426-9
Factura B / PAGADO Y AVISADO",Entregada,NULL
607,132,"2022-11-10 19:40:07","2022-12-13 18:14:18","Sillòn bajo en Altamira azul","colocar cilindro, chapòn c/manija y madera asiento.",12400,"Avisado x w app
PRECIO SIN IVA
Avisado x w app",Entregada,NULL
608,470,"2022-11-11 16:22:22","2022-11-18 16:53:35","Silla Rody baja en tela Azul",Reparar,9800,"Cilindro y estrella
AVISADA X W APP",Entregada,NULL
609,471,"2022-11-11 18:05:00","2022-12-21 20:40:49","Silla Rody baja en tela negra","Revisar y presupuestar, retapizado tambièn.",8400,"Interno de madera, retapizado completo c/relleno
Avisada x w app
TERMINADO 
AVISADO",Entregada,NULL
610,472,"2022-11-14 15:37:46","2022-12-01 18:28:05","2  Sillas  " Candy " ( comunes )","Revisar y presupuestar",16600,"Enviè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
611,473,"2022-11-14 17:12:40","2022-11-15 18:08:45","Silla Alma Gris con Azul y estrella cromada","Revisar respaldo ò cambiar",2500,"Avisado x w app",Entregada,NULL
612,475,"2022-11-14 20:49:55","2022-11-16 20:56:46","Base basculante c/Asyncro ( crique )","Cambiar estrella grande",4600,"Avisada x w app",Entregada,NULL
613,452,"2022-11-15 15:54:29","2022-11-28 20:28:49","3 sillas negras cromadas neumaticas","Revisar y presupuestar",19200,"Pasè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
614,476,"2022-11-15 16:24:44","2022-11-16 18:53:11","Silla china chica gris","Estrella chica y ruedas",6000,"30714539627
TERMINADO 
AVISADO",Entregada,NULL
615,477,"2022-11-16 16:22:47","2022-11-17 20:01:17","Silla Candy Operative cajera","Revisar y presupuestar",3900,"FALTA PAGO",Entregada,NULL
616,36,"2022-11-17 19:43:31","2022-12-22 18:23:09","Silla Rody alta con apoy. metàlicos","Ver contacto, y tapizado asiento",11100,"TERMINADO 
AVISADO",Entregada,NULL
617,27,"2022-11-17 20:37:35","2022-12-01 17:27:50","Sillon gerencial Blanco","Retapizar en Talampaya Negro",8500,"TERMINADO 
AVISADO",Entregada,2000
618,185,"2022-11-18 16:37:13","2022-12-13 15:54:57","Silla azul c/red","cilindro y presupuestar",6450,"ENVIE PRES. X MAIL
TERMINADO / Pagò $ 4917,46 ver retenciones
AVISADO",Entregada,NULL
619,478,"2022-11-18 17:04:28","2022-11-24 20:51:45","Sillòn gerencial rojo c/casco","Revisar y hacer",7450,"Enviè pres. x w app",Entregada,NULL
620,479,"2022-11-19 15:05:13","2022-12-12 15:13:08","Sillon gerencial Negro c/puntos amarillos y una igual pero bajo","Revisar y presupuestar",17400,"Cilindros  en los dos e interno de madera en 1.
Avisado x w app
TERMINADO 
AVISADO",Entregada,NULL
621,480,"2022-11-19 16:34:54","2022-11-22 19:36:37","Sillòn C chico negro","Cambiar estrella",4290,"TERMINADO 
AVISADO",Entregada,NULL
622,481,"2022-11-22 20:15:27","2022-12-14 15:46:43","Sillon Gammer negro y rosa","Revisar y presupuestar",0,"Cilindro 
TERMINADO 
AVISADO",Entregada,NULL
623,125,"2022-11-23 15:54:35","2022-11-30 18:44:52","Silla tipo rody",Revisar,8400,"cilindro y rellenar asiento",Entregada,NULL
624,482,"2022-11-23 17:01:11","2022-12-02 20:08:07","Silla china gris sin apoyabrazos","retapizar en tela gris 6260.-y arreglar respaldo (ver precio). Jackson 10 o similar. Tela",6260,"TERMINADO 
AVISADO",Entregada,3000
625,213,"2022-11-23 19:43:13","2022-12-16 15:34:41","Silla Candy negra","Revisar y presupuestar",7600,"germand@congeladosartico.com . Enviar presupuesto
Enviè pres. x mail / Avisè x w app a German x factura M y la enviè.",Entregada,NULL
626,483,"2022-11-25 15:42:13","2022-12-01 18:29:22","Silla Palstica Roja operativa","Cambio de cilindro y 1 rueda",6870,Avisado,Entregada,1000
627,484,"2022-11-25 17:14:34","2022-12-07 19:48:36","Silla cajera negra sin apoyas","Cambio de cilindro",9700,"Cambio de cilindro y ver retapizado de asiento.
$ 6500 + $ 3200
TERMINADO 
AVISADO",Entregada,NULL
628,94,"2022-11-28 15:27:27","2022-12-12 15:16:22","2 pares de apoyabrazos de sillòn gerencial","Retapizar en Ecocuero negro",3600,NULL,Entregada,NULL
630,485,"2022-11-28 16:14:00","2022-12-05 14:23:44","Silla op tipo rody ecocuero negro con apoyas","Revisar y presupuestar",6300,"Chapòn y ruedas
No podemos retapizarlo
AVISADO
Avisado x w app",Entregada,NULL
631,486,"2022-11-28 18:29:44","2022-12-21 15:33:14","Silla NV-5 NEGRA, SIN APOYAS","Revisar y presupuestar",17000,"Rellenar y retapizar asiento, cilindro y contacto
Avisado x w app / PAGADO y retenciones enviadas
TERMINADO
AVISADO",Entregada,NULL
632,487,"2022-11-28 19:29:21","2022-12-02 14:09:41","Silla 7000 negra c/apoyas","Cambio de cilindro ( largo )",9000,"TERMINADO 
AVISADO",Entregada,2000
633,488,"2022-11-29 16:07:19","2022-12-20 18:45:41","1 Silla tipo Rec gris con apoyas - 1 Silla tipo Red Roja con apoyas","Revisar y presupuestar",20060,"Avisada x w app
TERMINADO / Factura enviada x w app
AVISADO",Entregada,NULL
634,152,"2022-11-29 16:40:51","2022-12-12 20:14:19","Sillòn gerencial negro trento cromado","Revisar y presupuestar",7500,"Basculante y 2 parkers
Avisè x w app
TERMINADO
AVISADO",Entregada,NULL
635,489,"2022-11-29 21:11:04","2022-12-14 20:47:37","Silla tipo 7010 c/apoyas","Revisar y presupuestar",10250,"Tapizado completo, sacar tornillo cortado, 5 ruedas y 4 insertos.
Avisado x w app",Entregada,NULL
636,490,"2022-12-02 19:49:17","2022-12-10 16:45:55","Sillon gerencial Negro, sin basculante","Revisar y presupuestar",15700,"Basculante, cilindro, 2 parkers y lavar tapizado.
Enviè w app CON FACTURA Y DATOS BANCARIOS / CONSUMIDOR FINAL / PAGADO",Entregada,NULL
637,491,"2022-12-03 17:53:27","2022-12-15 18:43:00","Sillòn Aluminio alto","Revisar y presupuestar",9850,"Ruedas, soldar estructura y cerrar tapizado
AVISADO X W APP
TERMINADO 
AVISADO",Entregada,NULL
638,492,"2022-12-06 14:32:01","2022-12-22 14:54:08","Sillon gerencial Negro DESARMADO","Revisar y presupuestar",7700,"chapòn, cilindro, rellenar completo, parche en asiento y 4 insertos.
Avisado.Envìo factura y mandan retenciones ( 21/12/22). /  $ 6360.- /Cobrè el importe menos el IVA, faltan retenciones",Entregada,NULL
639,493,"2022-12-12 20:22:57","2022-12-14 19:11:23","Silla cajera negra con apoyas","Bajar 14 cmm o sacar el aro cajero y que quede 14 cm menos",1200,"Sacar el aro
TERMINADO 
AVISADO",Entregada,NULL
640,494,"2022-12-13 14:14:22","2022-12-14 17:27:00","Tipo Candy negra","Chapon y revisar",4800,"Chapòn y 4 Parker
AVISADO",Entregada,NULL
641,495,"2022-12-15 15:58:51","2022-12-20 18:45:16","Base neumática  / basculante","Intercambiar cilindro",1500,"PAGADO
TERMINADO 
AVISADO",Entregada,NULL
643,497,"2022-12-15 18:26:16","2023-01-18 17:00:08","Sillon gerencial Negro y cromado","Revisar y presupuestar - Ver tapizado",16700,"Presup. x w app/ Retenciones enviadas
 / ENVIE FACTURA X W APP / PAGADO
TERMINADO 
AVISADO",Entregada,NULL
644,498,"2022-12-16 17:42:18","2022-12-16 17:42:23","Base basculante negra c/estrella rota","Colocar estrella mediana",4800,PAGADO,Entregada,NULL
645,488,"2022-12-20 18:47:12","2023-01-06 14:48:14","1- Silla tipo red gris c/apoyas. 2- 8500 negra. 3- 8500 negra","revisar y presupuestar",34690,"Ver cuaderno.
Pasè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
646,499,"2022-12-20 18:51:03","2023-01-07 16:30:24","Silla tipo Alma /brazo fijo, negra","Ver estrella y presup",9630,"Colocar estrella mediana e interno c/10 insertos
Pasè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
647,500,"2022-12-22 18:40:16","2022-12-27 14:36:07","Silla Alma negra","Colocar estrella",700,"Cobrar diferencia.
TERMINADO 
AVISADO",Entregada,NULL
648,501,"2022-12-26 15:46:27","2023-01-10 16:47:18","4  Candy Operative nuevas","Cambio de cilindro / Sin cargo",0,"Avisar cuando estàn
TERMINADO 
AVISADO",Entregada,NULL
649,502,"2022-12-26 16:34:36","2023-01-05 15:51:22","Silla tipo Rody negra","Colocar chapòn c/U",4700,"La trajo el 29//07/22
Despuès viajò y se olvidò.",Entregada,NULL
650,74,"2022-12-27 15:53:17","2022-12-27 15:56:22","Sillòn gerencial Trento ( sin base ) cemento y base basculante de otra silla","Reparar apoyabrazo sillòn y cilindro en base",10900,"Abrir y cerrar tapizado p/rebarar anclaje insertos apoyabrazos izq.
Cambiar cilindro a base",Entregada,NULL
651,503,"2022-12-27 16:54:42","2022-12-28 16:47:07","Silla tipo 7000 amarilla neumàtica sin apoyas","Fijar asiento",1100,Avisado,Entregada,NULL
652,504,"2022-12-28 17:47:41","2023-01-23 18:44:19","Silla s/respaldo cromada basculante","Revisar y cambiar cilindro",7600,"Avisado x w app",Entregada,3000
653,505,"2022-12-29 14:45:53","2023-01-13 17:17:12","Silla tipo Tyson negra, s/apoyas","Cambio de cilindro",7100,"TERMINADO 
AVISADO",Entregada,2000
654,155,"2022-12-29 17:58:18","2023-01-02 16:27:59","Silla tipo Rody color mostaza","cambiar cilindro",7100,"TERMINADO 
AVISADO",Entregada,NULL
655,507,"2022-12-29 18:43:56","2023-01-11 18:23:27","Silla  Biro alta","Cambiar chapòn y revisar/ se baja cilindro",11880,"Chapòn, 1 inserto, cilindro, perilla chapòn.
Pasè pres. x w app
TERMINADO 
AVISADO",Entregada,NULL
656,508,"2023-01-02 14:57:19","2023-01-14 14:44:34","Silla Biro alta negra","Tapizar asiento en Jackson negro y armado de Sillòn Red que ya se llevò",4500,"TERMINADO 
AVISADO",Entregada,2000
